Name,Team,POS,ADP,IP,mSV,mERA,mWHIP,mSO,mIP,mQS,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Shane McClanahan ","TBR","SP",120.20999908447266,134.276,-1.331918420067325,1.3979688974527815,0.6859433755915582,0.10967498590853178,-0.16849276763057375,0.8496063133743194,1.5427823846292918,8.771146280653406,11.313928665282699,"Shane McClanahan","21483",663556
"Grayson Rodriguez ","BAL","SP",102.7300033569336,156.489,-1.331918420067325,-0.46426692520932167,-1.441714621388186,1.7336802687706547,1.2476946113123735,1.3214492889078364,1.064924202326032,8.771146280653406,10.836070482979439,"Grayson Rodriguez","24492",680570
"Edwin Díaz ","NYM","RP",39.189998626708984,64.2126,7.651704411718055,2.4234886516325926,1.746058907726431,-3.4075468916137646,-4.635383411021937,-4.859449152057196,-1.0811274836158187,10.863126051721137,10.781998568105319,"Edwin Diaz","14710",621242
"Hunter Greene ","CIN","SP",96,151.279,-1.331918420067325,-2.000499376876416,0.12751943563953497,2.3207613444095068,0.9155680258781008,0.9558579788045205,0.9872889877879217,8.771146280653406,10.75843526844133,"Hunter Greene","22182",668881
"Hunter Brown ","HOU","SP",97.9800033569336,168.632,-1.331918420067325,-0.8365279727030418,-3.7692402666000513,2.4373223781921434,2.0218997833804915,2.240848491382039,0.7623839935842561,8.771146280653406,10.533530274237663,"Hunter Brown","25880",686613
"Sandy Alcantara ","MIA","SP",163.4600067138672,170.199,-1.331918420067325,-0.5708347674603319,-1.6323296164190206,0.33574022672884396,2.121777172116913,1.730583077874232,0.6530176727733115,8.771146280653406,10.424163953426717,"Sandy Alcantara","18684",645261
"Yusei Kikuchi ","LAA","SP",159.5,170.648,-1.331918420067325,-2.6740802238912718,-1.9586113416279385,3.140057909726889,2.150443510997918,1.271652850435573,0.5975442855738445,8.771146280653406,10.36869056622725,"Yusei Kikuchi","20633",579328
"Spencer Strider ","ATL","SP",113.04000091552734,111.394,-1.331918420067325,1.252725475041624,1.5814968617246479,0.35637634609460145,-1.6273021974176525,-0.011305063102363757,0.22007300227353177,8.771146280653406,9.99121928292694,"Spencer Strider","27498",675911
"Nathan Eovaldi ","TEX","SP",201.19000244140625,158.835,-1.331918420067325,-2.090262912614999,-0.3079654368599251,0.6611150073947245,1.3972796476363956,1.658021729091769,-0.013730385419360438,8.771146280653406,9.757415895234047,"Nathan Eovaldi","9132",543135
"Seth Lugo ","KCR","SP",188.6699981689453,182.73,-1.320047971549204,-2.816965371671089,-2.84474328793518,1.1870719301049282,2.9207515318949873,2.667311840792331,-0.20662132836322736,8.771146280653406,9.56452495229018,"Seth Lugo","12447",607625
"Ryan Helsley ","STL","RP",51,63.8832,7.461114884664648,3.090386029106352,0.9397783245613607,-4.30316273224611,-4.656385806586536,-4.859449152057196,-2.3277184525574808,10.863126051721137,9.535407599163657,"Ryan Helsley","18138",664854
"Jack Flaherty ","DET","SP",136.52000427246094,158.481,-1.331918420067325,-1.5205211150897489,-2.0058884817618514,1.8411785830038012,1.3747431014485458,1.3225384476787398,-0.3198678847878385,8.771146280653406,9.451278395865568,"Jack Flaherty","17479",656427
"Nick Pivetta ","SDP","SP",193.10000610351562,148.563,-1.3316600349075494,-2.762351749023124,0.46748645513871195,1.7182460096976788,0.7424308103600947,0.604003994532208,-0.561844514201981,8.771146280653406,9.209301766451427,"Nick Pivetta","15454",601713
"Raisel Iglesias ","ATL","RP",51.25,66.5835,7.695935754379431,1.9813896287471422,1.635190319047948,-4.756178376547807,-4.484227743004041,-4.859449152057196,-2.7873395694345215,10.863126051721137,9.075786482286617,"Raisel Iglesias","17130",628452
"Josh Hader ","HOU","RP",39.599998474121094,62.5168,7.50559466653344,1.630975614856177,1.3570014127684555,-3.7181553642930782,-4.743499198333503,-4.859449152057196,-2.827532020525704,10.863126051721137,9.035594031195433,"Josh Hader","14212",623352
"Carlos Rodón ","NYY","SP",131.14999389648438,160.701,-1.331918420067325,-4.229982210420744,-0.8726144132284943,2.45942697017535,1.5162526879795375,1.4611271872837894,-0.9977081982778861,8.771146280653406,8.77343808237552,"Carlos Rodon","16137",607074
"Taj Bradley ","TBR","SP",193.19000244140625,160.374,-1.331918420067325,-2.7183001866764553,-1.9000490491510473,1.9482608299953372,1.4953913525546805,1.044168861813912,-1.462446611530898,8.771146280653406,8.30869966912251,"Taj Bradley","22543",671737
"Jared Jones ","PIT","SP",142.5800018310547,161.162,-1.331918420067325,-2.5413455556762456,-2.06424438793386,1.5930882924670613,1.5456807516151436,1.232909632823278,-1.5658296867719477,8.771146280653406,8.20531659388146,"Jared Jones","27863",683003
"Ryan Pepiot ","TBR","SP",168.47999572753906,150.877,-1.331918420067325,-2.4256178855985664,-0.7421505679658559,0.9820323618030576,0.8899174555019017,0.7643724282259233,-1.8633646281008645,8.771146280653406,7.907781652552543,"Ryan Pepiot","26221",686752
"Félix Bautista ","BAL","RP",63.16999816894531,55.2959,5.88432978131746,3.1037453804906208,1.2680920088725112,-4.218956535248266,-5.20387012339896,-4.859449152057196,-4.02610864002383,10.863126051721137,7.837017411697308,"Felix Bautista","20666",642585
"Devin Williams ","NYY","RP",39.810001373291016,58.2563,7.035264119219377,2.6867625434542477,0.34356086094686744,-4.264706595690348,-5.015132629254158,-4.859449152057196,-4.073700853381208,10.863126051721137,7.789425198339929,"Devin Williams","15816",642207
"Jhoan Duran ","MIN","RP",65.9000015258789,62.4025,6.158263026008021,3.0087318612855936,0.8189030899505869,-4.472196677672586,-4.750785440965397,-4.859449152057196,-4.096533293450976,10.863126051721137,7.766592758270161,"Jhoan Duran","21029",661395
"Ryan Walker ","SFG","RP",84.58000183105469,69.1481,4.9191307330863365,2.6761660164207233,1.366274242589903,-4.082044918442153,-4.320717638816215,-4.859449152057196,-4.300640717218602,10.863126051721137,7.562485334502535,"Ryan Walker","20423",676254
"Andrés Muñoz ","SEA","RP",62.47999954223633,59.6333,5.773128290258532,3.223688152416555,0.962239370640095,-4.474300978537936,-4.927341905629296,-4.859449152057196,-4.302036222909245,10.863126051721137,7.561089828811892,"Andres Munoz","20373",662253
"Nestor Cortes ","MIL","SP",269.7300109863281,142.761,-1.331918420067325,-1.6810833784061705,0.4582842512131912,-0.27436935491502595,0.37249621616105555,0.21468195387527,-2.2419087321390045,8.771146280653406,7.529237548514401,"Nestor Cortes","17874",641482
"Brandon Woodruff ","MIL","SP",240,124.004,-1.331918420067325,-0.4525925577663627,0.7023307334127502,-0.7132937807251226,-0.8233693305205475,0.334254180273453,-2.2845891753931546,8.771146280653406,7.4865571052602515,"Brandon Woodruff","16162",605540
"Shohei Ohtani ","LAD","SP",1.559999942779541,110.951,-1.331918420067325,0.9092825466249995,1.0794211302338834,-0.8936405740555338,-1.655539518908135,-0.40759224923259113,-2.2999870854047018,8.771146280653406,7.471159195248704,"Shohei Ohtani","19755",660271
"Tanner Houck ","BOS","SP",223.14999389648438,170.811,-1.3185208394380776,-2.0232532842464157,-3.123507323519099,0.514714406071001,2.160836238396899,1.3496047891348506,-2.440126013600842,8.771146280653406,7.331020267052565,"Tanner Houck","19879",656557
"Kodai Senga ","NYM","SP",151.7100067138672,150.338,-1.331918420067325,-0.4680356605003483,-4.409049028037438,1.500910022769978,0.8555532598039134,0.8594838395610384,-2.993055986470181,8.771146280653406,6.778090294183225,"Kodai Senga","31838",673540
"Ranger Suárez ","PHI","SP",263.30999755859375,157.196,-1.331918420067325,-0.3653609757884283,-3.517020123917474,-0.06303473003849545,1.292771595002272,0.9268878474968032,-3.057674807312647,8.771146280653406,6.7134714733407606,"Ranger Suarez","17277",624133
"MacKenzie Gore ","WSN","SP",204.2899932861328,165.918,-1.331918420067325,-2.1039576565375553,-4.860539563072973,2.2780063562434294,1.8488958453738273,1.065034955600226,-3.1044784824603706,8.771146280653406,6.6666677981930365,"MacKenzie Gore","22201",669022
"Jeff Hoffman ","TOR","RP",102.95999908447266,62.0191,5.417714112889703,2.0854868742391415,1.024570398375608,-4.426482819159614,-4.775233108839598,-4.859449152057196,-5.533393694551956,10.863126051721137,6.329732357169182,"Jeff Hoffman","17432",656546
"Brandon Pfaadt ","ARI","SP",172.25,155.625,-1.331918420067325,-3.305297440211294,-1.3722669349307326,0.9098814071990813,1.1926305697288175,0.454801178904956,-3.452169639376497,8.771146280653406,6.31897664127691,"Brandon Pfaadt","27782",694297
"Robbie Ray ","SFG","SP",158.39999389648438,142.495,-1.331918420067325,-2.5111435062943515,-1.8039348234194592,1.0497401669666013,0.35553105907869753,0.6814481564711693,-3.5602773672646677,8.771146280653406,6.2108689133887385,"Robbie Ray","11486",592662
"José Berríos ","TOR","SP",238.1300048828125,185.315,-1.331918420067325,-5.91077264584793,-3.62953975178757,1.0730083195446052,3.085562307854079,2.5294919776529508,-4.1841682126511905,8.771146280653406,5.5869780680022165,"Jose Berrios","14168",621244
"Drew Rasmussen ","TBR","SP",238.19000244140625,105.195,-1.3061100931160747,1.813363131406258,1.299448306073704,-2.7031236363416045,-2.022528388257964,-1.6296714094711282,-4.548622089706809,8.771146280653406,5.222524190946599,"Drew Rasmussen","25385",656876
"Jeffrey Springs ","OAK","SP",267.1300048828125,131.476,-1.331918420067325,-1.1835132270296647,-0.8763447737523091,-0.7729708762619937,-0.34697373037338586,-0.11575986522696032,-4.627480892711638,8.771146280653406,5.143665387941769,"Jeffrey Springs","17677",605488
"Michael Wacha ","KCR","SP",278.25,162.059,-1.331918420067325,-3.231090845513727,-2.9274490383412797,-0.10984739358292592,1.602861668123363,1.1003575184060033,-4.897086510975891,8.771146280653406,4.874059769677515,"Michael Wacha","14078",608379
"Sean Manaea ","NYM","SP",195.14999389648438,146.829,-1.3316087952873839,-3.695414348317329,-1.7575931447798594,0.3403200257045119,0.6318357694890131,0.642508492413894,-5.169952000777154,8.771146280653406,4.601194279876253,"Sean Manaea","15873",640455
"Nick Lodolo ","CIN","SP",241.9199981689453,135.958,-1.331918420067325,-2.492725430557385,-1.7731227367030489,0.28239286003676706,-0.061253985256776174,0.19933625385928874,-5.177291458688479,8.771146280653406,4.5938548219649284,"Nick Lodolo","26378",666157
"Tanner Scott ","LAD","RP",117.62999725341797,65.6381,4.3518661307540105,2.689849170283127,-1.0152484629429583,-4.1930548197990385,-4.544500308643962,-4.859449152057196,-7.570537442406017,10.863126051721137,4.2925886093151195,"Tanner Scott","17586",656945
"Jesús Luzardo ","PHI","SP",249.5399932861328,143.143,-1.331918420067325,-3.356035009199374,-2.140826880581837,0.24238513939249964,0.39685000608018794,0.6628503974584127,-5.526694766917435,8.771146280653406,4.244451513735971,"Jesus Luzardo","19959",666200
"Chris Bassitt ","TOR","SP",339.44000244140625,174.504,-1.331918420067325,-4.36561578060733,-5.473353449355069,1.1904973464396575,2.396284095366944,1.8642487203682434,-5.719857487854879,8.771146280653406,4.051288792798527,"Chris Bassitt","12304",605135
"Bowden Francis ","TOR","SP",241,140.561,-1.3306894932339766,-3.988251614675879,0.32068026333441313,-0.8500534514062352,0.23225422523063216,-0.3271471813467659,-5.943207252097813,8.771146280653406,3.8279390285555945,"Bowden Francis","20548",670102
"Reese Olson ","DET","SP",257.8500061035156,140.683,-1.331918420067325,-1.985346867374511,-2.6423667112977105,-0.8012246973307661,0.2400057231165332,0.45601566553442935,-6.06483530741935,8.771146280653406,3.7063109732340567,"Reese Olson","24968",681857
"Yu Darvish ","SDP","SP",232.1699981689453,132.762,-1.331918420067325,-3.2897930728242297,-0.3374869334908886,-0.9953863507643556,-0.26502070766956076,0.14187442537061623,-6.077731059445744,8.771146280653406,3.693415221207663,"Yu Darvish","13074",506433
"Max Scherzer ","TOR","SP",296.6499938964844,104.682,-1.331918420067325,-1.3109155888739616,1.3079027423204193,-2.4025079158694984,-2.055240721078158,-0.5700231219322137,-6.362703025500738,8.771146280653406,3.408443255152669,"Max Scherzer","3137",453286
"Ronel Blanco ","HOU","SP",246.7899932861328,160.666,-1.331918420067325,-4.155067718724808,-4.279875026552828,1.026414907120141,1.514010318171932,0.8062597836234475,-6.420176156429441,8.771146280653406,3.350970124223967,"Ronel Blanco","19407",669854
"Robert Suarez ","SDP","RP",90.29000091552734,61.0186,5.806301542706197,0.5094080142562255,0.01108678430583495,-5.527158878490012,-4.839020260823305,-4.859449152057196,-8.898831950102258,10.863126051721137,2.964294101618881,"Robert Suarez","30115",663158
"Clay Holmes ","NYM","SP",278.9800109863281,135.135,-0.7173564399779978,-0.025873299329519588,-4.850390342251373,-0.9945664535529466,-0.11368555278420141,-0.18884042942349816,-6.890712517319535,8.771146280653406,2.8804337633338712,"Clay Holmes","13649",605280
"Mitch Keller ","PIT","SP",298.0799865722656,179.75,-1.331918420067325,-5.978207071852185,-5.645872261905098,1.4774827856584174,2.730711420321819,1.8561536348367382,-6.891649913007636,8.771146280653406,2.879496367645771,"Mitch Keller","17594",656605
"Erick Fedde ","STL","SP",322.7900085449219,168.021,-1.331918420067325,-4.046775267409391,-4.570124262825057,0.23976024458881023,1.9829720489547473,0.8135496873969197,-6.912535969361294,8.771146280653406,2.8586103112921126,"Erick Fedde","17425",607200
"Merrill Kelly ","ARI","SP",304.4599914550781,153.042,-1.331918420067325,-3.71293493579194,-3.728842146016673,-0.23444219631018803,1.027938478852818,0.9542625352716171,-7.025936684061692,8.771146280653406,2.7452095965917156,"Merrill Kelly","11156",518876
"Griffin Jax ","MIN","RP",294.80999755859375,65.3616,0.5276241017043347,1.9274119561302117,1.696941536085045,-4.447987784824028,-4.562130880454477,-4.755371522444467,-9.613512593803382,10.863126051721137,2.2496134579177562,"Griffin Jax","20253",643377
"Jason Adam ","SDP","RP",335.8800048828125,65.7216,0.46319014597388714,2.0292063105129197,1.8289315297939466,-4.53735658086759,-4.53917747723298,-4.859449152057196,-9.614655223877012,10.863126051721137,2.2484708278441246,"Jason Adam","11861",592094
"Shane Baz ","TBR","SP",188.72999572753906,138.404,-1.331918420067325,-3.035494827648247,-2.7235258612871616,-0.8353942195480241,0.09468945846963653,0.2825430106285967,-7.549100859452525,8.771146280653406,2.222045421200882,"Shane Baz","22264",669358
"Cade Smith ","CLE","RP",365.4200134277344,67.1111,-0.8680823561838156,2.684960688453036,1.470947185619845,-3.7521729403853357,-4.4505887909900315,-4.859449152057196,-9.774385365543498,10.863126051721137,2.0887406861776405,"Cade Smith","27867",671922
"Gavin Williams ","CLE","SP",241.72999572753906,136.351,-1.331918420067325,-2.568733744253039,-3.2415105127235138,-0.25478054206185174,-0.036189057667639475,-0.447177948560827,-7.880310225334196,8.771146280653406,1.8908360553192112,"Gavin Williams","30122",668909
"Matt Strahm ","PHI","RP",478.4200134277344,63.9867,-0.13051681357853248,1.6061496975452358,2.3116154248896894,-4.44671102946497,-4.649785651289486,-4.859449152057196,-10.168697523955258,10.863126051721137,1.6944285277658802,"Matt Strahm","13799",621381
"Trevor Megill ","MIL","RP",129.55999755859375,57.1572,4.964024919698647,0.4628584009987207,-0.7637568038334263,-5.011903704922629,-5.085202794427635,-4.859449152057196,-10.29342913454352,10.863126051721137,1.5696969171776196,"Trevor Megill","17722",656730
"Jameson Taillon ","CHC","SP",353.9800109863281,166.012,-1.3315387532214369,-6.246389232097378,-2.767245674335898,-0.7566534940732468,1.8548709583275427,1.0388409358263826,-8.208115259574036,8.771146280653406,1.563031021079371,"Jameson Taillon","11674",592791
"Ryan Pressly ","CHC","RP",157.5399932861328,58.1226,4.839391929440402,0.6157465558659722,-0.582540084366893,-5.5267479101116574,-5.023652418487371,-4.859449152057196,-10.537251079716743,10.863126051721137,1.3258749720043956,"Ryan Pressly","7005",519151
"Bryan Abreu ","HOU","RP",446.4599914550781,71.1833,-0.12187909652436811,2.1176407928308767,-0.1373172406214863,-3.369271254817231,-4.190964685311218,-4.859449152057196,-10.56124063650062,10.863126051721137,1.3018854152205164,"Bryan Abreu","16609",650556
"Justin Martinez ","ARI","RP",187.14999389648438,66.5705,4.052266774092347,1.5139324788988138,-2.729222077540188,-4.064731218373373,-4.485055620100038,-4.859449152057196,-10.572258815079632,10.863126051721137,1.2908672366415055,"Justin Martinez","24453",679885
"Chris Martin ","TEX","RP",322.9599914550781,56.5648,2.4439815647220327,1.3602687464429057,1.156090580970353,-5.65308193509521,-5.1229709172218545,-4.859449152057196,-10.67516111223897,10.863126051721137,1.187964939482169,"Chris Martin","11847",455119
"José Soriano ","LAA","SP",330.8999938964844,139.539,-1.331918420067325,-1.9359079714769818,-5.321916016129505,-0.7215111087469289,0.1670912504701764,0.3945537895597399,-8.749608476390824,8.771146280653406,1.0215378042625836,"Jose Soriano","22100",667755
"Clarke Schmidt ","NYY","SP",227.39999389648438,130,-1.331918420067325,-1.9364943119084472,-2.7561633069209868,-0.8966794965555316,-0.4410783544944788,-1.4088123907066386,-8.771146280653406,8.771146280653406,1,"Clarke Schmidt","19899",657376
"Pete Fairbanks ","TBR","RP",144.94000244140625,52.2214,4.768729811509687,0.6402117775180753,-0.3334833295595123,-5.6792498112063505,-5.399885347925843,-4.859449152057196,-10.863126051721137,10.863126051721137,1,"Pete Fairbanks","17998",664126
"Kumar Rocker ","TEX","SP",278.6000061035156,106.578,-1.331918420067325,-1.1661991557541318,-1.0724505082028053,-2.1463471445726974,-1.9343794205195872,-1.1238427016232444,-8.775137350739792,8.771146280653406,0.9960089299136154,"Kumar Rocker","31843",677958
"A.J. Puk ","ARI","RP",248.80999755859375,62.9247,1.9161755231463111,1.1278782803091933,0.15840651897039335,-4.538681775427573,-4.717495491193677,-4.859449152057196,-10.913166096252548,10.863126051721137,0.9499599554685897,"A.J. Puk","19343",640462
"Kyle Harrison ","SFG","SP",367.9800109863281,135.019,-1.331918420067325,-3.3836440271471675,-3.970731956875945,-0.40459840153909626,-0.12111990856282291,0.15662183406175875,-9.055390880130597,8.771146280653406,0.7157554005228095,"Kyle Harrison","27758",690986
